Rank,Name,Game Type,Map,Game Rank,1st Ability,2nd Ability,3rd Ability,Ultimate,Matches
10,Breach,custom,split,,16.1,18.6,6.8,2.2,"1,277"
11,Jett,custom,split,,7.8,17.2,10.6,2.6,"2,419"
12,Phoenix,custom,split,,11,6.5,3.4,2.6,"1,048"
13,Omen,custom,split,,8.6,32.4,7.3,1.9,"2,323"
14,KAY/O,custom,split,,11.4,20.1,6.8,2.2,"1,139"
15,Sova,custom,split,,8.4,16.9,4.7,1.4,793
16,Yoru,custom,split,,12.3,16.6,10.8,2.9,884
17,Brimstone,custom,split,,7,27.4,6.5,2.6,"1,002"
18,Harbor,custom,split,,5.7,10.4,11.6,1.7,305
19,Neon,custom,split,,12.4,13.6,5,2.3,848
20,Viper,custom,split,,8.9,13.5,10.9,1.6,"1,019"
1,Jett,custom,breeze,,11.1,18.5,10.5,3.6,"2,212"
2,Reyna,custom,breeze,,11.5,4.5,11.3,1.3,"1,707"
3,Viper,custom,breeze,,8.6,13.9,9.2,1.6,"1,816"
4,Neon,custom,breeze,,10.1,13.4,5.8,1.8,933
5,Cypher,custom,breeze,,15.8,13,22.9,2,942
6,Sage,custom,breeze,,6.4,6,7.3,1.3,"1,129"
7,Skye,custom,breeze,,5.9,16.5,2.1,2.4,696
8,Yoru,custom,breeze,,11.4,17.6,11.4,3.1,782
9,Sova,custom,breeze,,8.8,19.6,7.1,1.6,"1,383"
10,Phoenix,custom,breeze,,9,4.6,3.2,2.5,681
11,Raze,custom,breeze,,14,11.7,8.4,2.1,636
12,Harbor,custom,breeze,,4.9,11.1,10.3,2.8,353
13,Chamber,custom,breeze,,4.8,6.5,10.1,2.1,907
14,Fade,custom,breeze,,3.5,12.5,8.5,1.5,485
15,KAY/O,custom,breeze,,8.9,17,4.8,1.5,845
16,Killjoy,custom,breeze,,7.3,4.9,11.6,1.5,384
17,Omen,custom,breeze,,5.4,16,5.3,1.4,461
18,Breach,custom,breeze,,8.5,9.8,4,1.4,295
19,Brimstone,custom,breeze,,3.9,15.3,5.5,1.9,429
20,Astra,custom,breeze,,2.7,12.3,4,0.9,215
1,Jett,custom,ascent,,11.2,16,8.4,3.4,"19,695"
2,Killjoy,custom,ascent,,8.7,5.3,15,1.8,"10,447"
3,Reyna,custom,ascent,,8.9,4,9.4,1.3,"12,878"
4,Raze,custom,ascent,,14.3,8.2,5.6,2,"9,328"
5,Omen,custom,ascent,,6.5,22.8,4.4,1.3,"10,251"
6,Sova,custom,ascent,,7.8,14.7,5.2,1.2,"11,584"
7,Sage,custom,ascent,,5.1,3.8,5,0.8,"10,023"
8,KAY/O,custom,ascent,,9.3,14.3,4.9,1.3,"8,666"
9,Astra,custom,ascent,,1.6,12.6,3.2,0.9,"5,303"
10,Neon,custom,ascent,,6.7,7.3,2.9,1.4,"6,582"
11,Skye,custom,ascent,,3.8,9.1,1.4,1.4,"6,003"
12,Cypher,custom,ascent,,8.8,6.2,10.1,1,"6,021"
13,Fade,custom,ascent,,2.9,9.3,6.8,1,"6,379"
14,Yoru,custom,ascent,,7.3,8.1,5.7,1.8,"6,697"
15,Phoenix,custom,ascent,,6.6,3.9,2,1.5,"8,335"
16,Chamber,custom,ascent,,3,4,4.3,1.3,"5,937"
17,Viper,custom,ascent,,2.2,3.2,2.8,0.5,"4,629"
18,Brimstone,custom,ascent,,2.9,10.9,2.8,1,"7,089"
19,Breach,custom,ascent,,5.7,5.2,2.5,1,"4,845"
20,Harbor,custom,ascent,,1.6,2.4,2.6,0.7,"3,425"
1,Reyna,overall,fracture,,9.2,3.5,9.7,1.1,"490,037"
2,Sage,overall,fracture,,5.7,5.2,5.1,0.9,"453,467"
3,Raze,overall,fracture,,7.4,8.7,6.5,1.5,"342,938"
4,Jett,overall,fracture,,4.4,9.8,6.7,1.4,"429,878"
5,Killjoy,overall,fracture,,6.2,4.4,10.4,1.4,"210,513"
6,Neon,overall,fracture,,7,9.3,3.1,1.2,"262,070"
7,Phoenix,overall,fracture,,5.9,4.2,2.4,1.7,"287,876"
8,Fade,overall,fracture,,2.4,10.4,7,1.2,"216,185"
9,Yoru,overall,fracture,,6.5,9.3,6,1.5,"222,110"
10,Viper,overall,fracture,,4.1,7.6,5.7,0.8,"190,966"
11,Omen,overall,fracture,,4.1,12.6,3.2,1,"216,165"
12,Skye,overall,fracture,,3.9,10,1.7,1.4,"166,781"
13,Breach,overall,fracture,,8.3,9.4,3.8,1.2,"164,517"
14,Brimstone,overall,fracture,,3.8,15.8,3.6,1.3,"221,844"
15,Chamber,overall,fracture,,2.2,3.6,5.4,1.1,"176,844"
16,Cypher,overall,fracture,,9.4,6.9,12.3,1.3,"165,594"
17,KAY/O,overall,fracture,,6,10.3,3.3,1.1,"173,088"
18,Sova,overall,fracture,,4.4,10.2,2.1,0.9,"223,141"
19,Harbor,overall,fracture,,1.9,4.8,4.9,0.9,"94,701"
20,Astra,overall,fracture,,1.1,6.3,1.7,0.5,"83,323"
1,Raze,overall,bind,,3.1,2.8,2.3,0.5,"139,247"
2,Reyna,overall,bind,,2.4,1,3,0.4,"143,073"
3,Jett,overall,bind,,1.7,2.6,2.1,0.5,"145,351"
4,Sage,overall,bind,,1.5,1.1,1.2,0.2,"137,424"
5,Neon,overall,bind,,1.9,2.2,0.8,0.4,"105,070"
6,Yoru,overall,bind,,1.8,2.3,1.5,0.4,"95,312"
7,Phoenix,overall,bind,,1.6,0.9,0.6,0.4,"116,654"
8,Fade,overall,bind,,0.6,1.9,1.6,0.2,"89,308"
9,Killjoy,overall,bind,,1.1,0.8,2,0.2,"84,498"
10,Omen,overall,bind,,0.9,2.5,0.9,0.2,"90,409"
11,Skye,overall,bind,,1,2.4,0.3,0.3,"81,170"
12,Chamber,overall,bind,,0.7,0.8,1,0.2,"84,892"
13,Viper,overall,bind,,0.6,0.9,0.9,0.1,"78,082"
14,KAY/O,overall,bind,,1.2,1.6,0.6,0.2,"78,451"
15,Sova,overall,bind,,1,1.6,0.4,0.1,"101,276"
16,Cypher,overall,bind,,1.8,1.2,2.2,0.2,"76,834"
17,Brimstone,overall,bind,,0.7,2.4,0.7,0.2,"96,632"
18,Breach,overall,bind,,1,0.9,0.4,0.1,"67,819"
19,Astra,overall,bind,,0.2,0.9,0.2,0.1,"58,221"
20,Harbor,overall,bind,,0.3,0.5,0.7,0.1,"58,666"
1,Reyna,overall,pearl,,9.2,3.5,10.1,1.1,"497,622"
2,Sage,overall,pearl,,6.1,5.3,5.5,0.9,"468,290"
3,Raze,overall,pearl,,7.5,8.6,6.4,1.4,"329,834"
4,Jett,overall,pearl,,4.8,10,6.9,1.4,"441,785"
5,Fade,overall,pearl,,2.8,12,8.2,1.2,"247,776"
6,Neon,overall,pearl,,6.5,9.4,3.1,1.1,"245,372"
7,Killjoy,overall,pearl,,6.3,4.5,10.2,1.3,"196,276"
8,Phoenix,overall,pearl,,6.6,4.6,2.5,1.7,"303,605"
9,Viper,overall,pearl,,4.3,8.7,6.3,0.9,"212,889"
10,Yoru,overall,pearl,,6.9,10,6.1,1.5,"230,883"
11,Omen,overall,pearl,,4.1,13.7,3.3,1,"217,662"
12,Chamber,overall,pearl,,2.3,4.1,6,1.1,"191,525"
13,Cypher,overall,pearl,,9.7,7.5,12.9,1.3,"172,144"
14,Skye,overall,pearl,,4.1,10.4,1.7,1.4,"165,592"
15,Sova,overall,pearl,,4.9,11.2,2.4,0.9,"237,651"
16,KAY/O,overall,pearl,,6.4,10.9,3.5,1,"176,839"
17,Brimstone,overall,pearl,,3.4,13.6,3,1,"185,145"
18,Astra,overall,pearl,,1.5,9.7,2.5,0.8,"104,113"
19,Harbor,overall,pearl,,2.4,5.9,5.6,1,"105,267"
20,Breach,overall,pearl,,5.5,5.7,2.5,0.7,"109,568"
1,Reyna,overall,haven,,9.2,3.4,9.5,1.1,"499,314"
2,Sage,overall,haven,,5.6,5.3,5.6,0.9,"471,501"
3,Raze,overall,haven,,7.6,8.6,6.3,1.4,"343,739"
4,Jett,overall,haven,,5.5,10.1,6.9,1.4,"457,056"
5,Omen,overall,haven,,4.7,16.4,4.8,1.1,"284,751"
6,Killjoy,overall,haven,,6.7,4.2,9.9,1.2,"208,656"
7,Phoenix,overall,haven,,6.4,4.4,2.3,1.7,"301,517"
8,Neon,overall,haven,,6,9.1,2.7,1.1,"236,607"
9,Fade,overall,haven,,2.2,10.2,6.9,1.1,"214,156"
10,Yoru,overall,haven,,6.6,9.7,6,1.5,"225,474"
11,Sova,overall,haven,,5.1,11.9,2.7,1,"269,638"
12,Skye,overall,haven,,4,10.1,1.7,1.4,"170,235"
13,Cypher,overall,haven,,9.6,7,12.9,1.3,"167,058"
14,Chamber,overall,haven,,2.2,4.6,5.8,1.1,"179,320"
15,Viper,overall,haven,,3.3,6.7,4.8,0.7,"158,214"
16,Brimstone,overall,haven,,3.4,14.2,3.1,1.1,"199,862"
17,KAY/O,overall,haven,,5.9,10.4,3.2,1,"170,054"
18,Breach,overall,haven,,6.2,6.8,2.8,0.8,"119,200"
19,Astra,overall,haven,,1.2,7.8,2,0.6,"91,025"
20,Harbor,overall,haven,,1.8,4.3,4.5,0.8,"89,263"
1,Reyna,overall,lotus,,9.1,3.4,9.8,1.1,"539,409"
2,Raze,overall,lotus,,7.4,8.9,6.4,1.4,"384,182"
3,Sage,overall,lotus,,5.4,5,4.7,0.9,"490,993"
4,Jett,overall,lotus,,4.7,9.7,6.3,1.4,"474,467"
5,Neon,overall,lotus,,6.5,8.9,2.6,1.1,"270,751"
6,Killjoy,overall,lotus,,6,4.2,9.5,1.3,"220,855"
7,Phoenix,overall,lotus,,6.3,4.2,2.2,1.7,"325,761"
8,Omen,overall,lotus,,4.5,13.6,3.4,1,"264,534"
9,Fade,overall,lotus,,2.3,10.1,7,1.1,"236,018"
10,Yoru,overall,lotus,,6.5,9,5.9,1.4,"245,829"
11,Skye,overall,lotus,,4,10.5,1.8,1.5,"196,549"
12,Chamber,overall,lotus,,2.3,4,5.4,1.1,"194,389"
13,Sova,overall,lotus,,4.3,10.3,2.1,0.9,"254,836"
14,Viper,overall,lotus,,3.1,6.5,4.8,0.7,"175,150"
15,KAY/O,overall,lotus,,6.1,10.5,3.3,1,"194,263"
16,Cypher,overall,lotus,,8.4,6.6,11.8,1.3,"171,356"
17,Breach,overall,lotus,,7.3,8.1,3.1,1,"151,452"
18,Brimstone,overall,lotus,,3.1,12.1,2.8,1,"201,617"
19,Harbor,overall,lotus,,2,5.3,5.6,1,"114,654"
20,Astra,overall,lotus,,1.3,6.9,2.1,0.6,"99,164"
1,Reyna,overall,icebox,,9.2,3.4,8.6,1.1,"495,565"
2,Sage,overall,icebox,,5.4,5.2,5,0.9,"487,382"
3,Jett,overall,icebox,,7.7,9.9,5.9,1.4,"465,132"
4,Raze,overall,icebox,,8.9,8.5,5.9,1.3,"348,450"
5,Viper,overall,icebox,,4.7,9.6,5.9,1,"257,594"
6,Killjoy,overall,icebox,,5.9,4.5,9.4,1.3,"199,923"
7,Neon,overall,icebox,,5.4,9.2,2.5,1.1,"240,850"
8,Sova,overall,icebox,,5.3,13.1,3,1,"300,082"
9,Omen,overall,icebox,,3.5,12.3,5.6,1,"233,608"
10,Phoenix,overall,icebox,,4.9,3.9,2,1.6,"278,996"
11,Yoru,overall,icebox,,5.8,9.6,5.7,1.4,"227,183"
12,Fade,overall,icebox,,2.1,10.4,6.1,1.1,"205,611"
13,Chamber,overall,icebox,,2.2,4.8,5.3,1.1,"180,861"
14,KAY/O,overall,icebox,,5.4,10.8,3.2,1,"175,927"
15,Skye,overall,icebox,,3.4,8.2,1.5,1.3,"152,574"
16,Cypher,overall,icebox,,6.9,6,9.9,1,"135,864"
17,Brimstone,overall,icebox,,2.7,11.1,2.4,0.9,"166,534"
18,Breach,overall,icebox,,4.4,4.9,2.1,0.7,"100,894"
19,Harbor,overall,icebox,,1.8,4.6,4.4,0.8,"90,287"
20,Astra,overall,icebox,,0.9,4.7,1.2,0.4,"75,883"
1,Reyna,overall,all,,8.7,3.3,9.2,1,"3,815,943"
2,Sage,overall,all,,5.5,5,5,0.9,"3,615,264"
3,Raze,overall,all,,7.5,8.3,6.1,1.3,"2,779,815"
4,Jett,overall,all,,5.1,9.3,6.3,1.3,"3,479,459"
5,Killjoy,overall,all,,5.9,4.1,9.6,1.2,"1,682,166"
6,Neon,overall,all,,5.8,8.4,2.6,1,"1,946,151"
7,Phoenix,overall,all,,5.8,4,2.1,1.6,"2,329,627"
8,Omen,overall,all,,4.1,13.5,3.8,1,"1,931,280"
9,Fade,overall,all,,2.2,9.9,6.6,1,"1,733,846"
10,Yoru,overall,all,,6.1,8.7,5.5,1.3,"1,790,213"
11,Viper,overall,all,,3.6,7.1,5.1,0.7,"1,513,031"
12,Sova,overall,all,,4.7,10.7,2.4,0.9,"2,030,066"
13,Skye,overall,all,,3.7,9.2,1.5,1.3,"1,354,850"
14,Chamber,overall,all,,2,3.8,5,1,"1,444,083"
15,Cypher,overall,all,,8.4,6.4,11,1.2,"1,314,427"
16,KAY/O,overall,all,,5.6,9.7,3.1,0.9,"1,405,295"
17,Brimstone,overall,all,,3.1,12.3,2.7,1,"1,564,120"
18,Breach,overall,all,,5.7,6.2,2.6,0.8,"1,014,373"
19,Astra,overall,all,,1.1,6.6,1.8,0.5,"760,887"
20,Harbor,overall,all,,1.7,4.2,4.3,0.8,"795,798"
1,Reyna,overall,split,,9.3,3.5,10.3,1.1,"510,084"
2,Raze,overall,split,,8.7,9.7,7.2,1.5,"406,998"
3,Sage,overall,split,,6.5,5.7,6.1,1,"508,257"
4,Jett,overall,split,,4.6,9.9,6.9,1.4,"447,643"
5,Killjoy,overall,split,,6.6,4.5,10.8,1.4,"220,449"
6,Omen,overall,split,,4.8,16.2,4.3,1.2,"269,993"
7,Phoenix,overall,split,,6.8,4.5,2.4,1.7,"302,327"
8,Neon,overall,split,,6.5,9.1,2.8,1.1,"241,788"
9,Fade,overall,split,,2.6,11,7.5,1.1,"219,594"
10,Yoru,overall,split,,6.9,9.7,6.1,1.5,"226,799"
11,Skye,overall,split,,4.8,11.4,1.9,1.5,"179,802"
12,Cypher,overall,split,,10.7,7.6,13,1.4,"186,535"
13,Viper,overall,split,,4.1,7.6,5.7,0.8,"183,073"
14,Sova,overall,split,,4.9,11,2.5,0.9,"238,650"
15,KAY/O,overall,split,,6.4,10.9,3.6,1.1,"177,594"
16,Chamber,overall,split,,2.1,3.9,5.4,1,"171,253"
17,Brimstone,overall,split,,3.6,14.2,3.1,1.1,"197,877"
18,Breach,overall,split,,6.4,7,2.9,0.9,"121,893"
19,Astra,overall,split,,1.4,8.5,2.3,0.7,"95,895"
20,Harbor,overall,split,,1.9,4.8,4.8,0.8,"90,944"
1,Reyna,overall,breeze,,2.3,0.9,2.6,0.4,"140,359"
2,Jett,overall,breeze,,1.9,2.7,2.1,0.5,"149,644"
3,Raze,overall,breeze,,2.3,2,1.7,0.4,"120,324"
4,Neon,overall,breeze,,1.8,2.4,1,0.4,"110,222"
5,Sage,overall,breeze,,1.2,1,1,0.2,"132,811"
6,Yoru,overall,breeze,,1.6,2.3,1.4,0.3,"95,406"
7,Viper,overall,breeze,,0.9,1.6,1.3,0.2,"90,075"
8,Chamber,overall,breeze,,0.8,0.7,1,0.3,"88,589"
9,Phoenix,overall,breeze,,1.2,0.7,0.5,0.3,"111,352"
10,Fade,overall,breeze,,0.4,1.4,1.1,0.2,"84,401"
11,Skye,overall,breeze,,0.6,1.6,0.3,0.3,"78,235"
12,Sova,overall,breeze,,1,1.8,0.5,0.2,"105,252"
13,KAY/O,overall,breeze,,1.1,1.7,0.6,0.2,"79,153"
14,Omen,overall,breeze,,0.6,1.7,0.7,0.1,"84,684"
15,Killjoy,overall,breeze,,0.7,0.6,1.3,0.2,"77,495"
16,Cypher,overall,breeze,,1.3,0.9,1.5,0.2,"72,241"
17,Harbor,overall,breeze,,0.3,0.7,0.8,0.2,"60,807"
18,Brimstone,overall,breeze,,0.4,1.3,0.4,0.1,"89,290"
19,Breach,overall,breeze,,0.7,0.6,0.3,0.1,"65,216"
20,Astra,overall,breeze,,0.1,0.4,0.1,0,"56,476"
1,Reyna,overall,ascent,,9.1,3.4,10.2,1.1,"500,480"
2,Raze,overall,ascent,,8.4,9.4,6.5,1.4,"364,103"
3,Sage,overall,ascent,,6,5.4,5.2,0.9,"465,139"
4,Jett,overall,ascent,,6.1,10.4,7,1.5,"468,503"
5,Killjoy,overall,ascent,,7.1,4.9,12.6,1.5,"263,501"
6,Omen,overall,ascent,,4.7,16.7,4.1,1.2,"269,474"
7,Sova,overall,ascent,,6.4,13.3,3.3,1.1,"299,540"
8,Phoenix,overall,ascent,,6.9,4.7,2.3,1.7,"301,539"
9,Fade,overall,ascent,,2.6,11.3,7.1,1.1,"220,797"
10,Neon,overall,ascent,,6.3,8.9,2.7,1,"233,421"
11,Yoru,overall,ascent,,6.9,9.2,5.8,1.5,"221,217"
12,Skye,overall,ascent,,4,10,1.7,1.3,"163,912"
13,Cypher,overall,ascent,,9.5,7.2,11.7,1.2,"166,801"
14,Viper,overall,ascent,,3.7,6.6,5.4,0.7,"166,988"
15,Chamber,overall,ascent,,2.2,4.1,5.2,1.1,"176,410"
16,KAY/O,overall,ascent,,6.8,11.1,3.7,1,"179,926"
17,Brimstone,overall,ascent,,3.6,14.5,3.1,1.1,"205,319"
18,Astra,overall,ascent,,1.3,8.5,2.2,0.6,"96,787"
19,Breach,overall,ascent,,5.8,5.8,2.7,0.7,"113,814"
20,Harbor,overall,ascent,,1.7,4.3,4.3,0.8,"91,209"
1,Reyna,swiftplay,fracture,,5,2,4.9,0.8,"14,650"
2,Brimstone,swiftplay,fracture,,2.5,11.7,2.6,0.8,"4,362"
3,Breach,swiftplay,fracture,,6.2,7,2.6,0.6,"4,109"
4,Phoenix,swiftplay,fracture,,4.2,3,1.5,1.2,"6,598"
5,Raze,swiftplay,fracture,,4.6,5.6,3.9,0.7,"10,548"
6,Jett,swiftplay,fracture,,2.3,6.6,3.6,0.9,"13,046"
7,Killjoy,swiftplay,fracture,,4.2,2.9,6.7,0.8,"4,708"
8,Skye,swiftplay,fracture,,2.6,7.8,1.2,0.9,"3,786"
9,Sage,swiftplay,fracture,,2.8,3.1,2.7,0.3,"10,462"
10,Cypher,swiftplay,fracture,,7.1,5.3,9.2,0.9,"3,850"
11,Neon,swiftplay,fracture,,4.5,6.2,2,0.8,"7,456"
12,Astra,swiftplay,fracture,,1.4,8.7,2.3,0.6,"1,269"
13,Yoru,swiftplay,fracture,,4.4,6.9,4,0.9,"5,020"
14,Viper,swiftplay,fracture,,3,5.4,3.7,0.4,"3,779"
15,KAY/O,swiftplay,fracture,,4.4,7.4,2.3,0.6,"4,265"
16,Fade,swiftplay,fracture,,1.5,6.9,4.7,0.5,"5,435"
17,Chamber,swiftplay,fracture,,2.3,3,4.1,0.7,"3,859"
18,Omen,swiftplay,fracture,,2.7,8.5,2.1,0.5,"4,418"
19,Sova,swiftplay,fracture,,3.7,7.4,1.4,0.4,"3,693"
20,Harbor,swiftplay,fracture,,1.9,5.1,5.5,0.9,"1,547"
1,Astra,swiftplay,bind,,1.4,9.6,2.3,0.6,"1,390"
2,Reyna,swiftplay,bind,,4.9,1.9,4.9,0.7,"14,993"
3,Cypher,swiftplay,bind,,7.2,5.3,9,0.9,"4,108"
4,Phoenix,swiftplay,bind,,4.6,3.2,1.3,1.1,"6,975"
5,Killjoy,swiftplay,bind,,4.2,3,6.9,0.6,"4,492"
6,Raze,swiftplay,bind,,4.9,5.8,4.2,0.6,"12,895"
7,Jett,swiftplay,bind,,2.4,6.4,3.6,0.8,"12,953"
8,Skye,swiftplay,bind,,3,8.3,1.1,0.8,"4,785"
9,Sage,swiftplay,bind,,2.8,3,2.7,0.3,"10,727"
10,Fade,swiftplay,bind,,1.6,6.9,4.8,0.4,"5,595"
11,Brimstone,swiftplay,bind,,2.5,11.7,2.5,0.8,"4,099"
12,Sova,swiftplay,bind,,3.9,7.7,1.7,0.4,"4,309"
13,Omen,swiftplay,bind,,2.8,9.4,2.4,0.5,"5,557"
14,Neon,swiftplay,bind,,4.1,6.3,1.7,0.6,"5,976"
15,Chamber,swiftplay,bind,,2.3,3.7,4.1,0.6,"3,811"
16,Yoru,swiftplay,bind,,4.5,7,4,0.8,"5,702"
17,Breach,swiftplay,bind,,5.6,6.1,2.5,0.5,"1,857"
18,Harbor,swiftplay,bind,,2,4.9,5.5,0.8,"1,374"
19,Viper,swiftplay,bind,,2.8,5.1,3.6,0.3,"3,111"
20,KAY/O,swiftplay,bind,,4.4,7.3,2.3,0.5,"3,771"
1,Brimstone,swiftplay,pearl,,2.6,11.5,2.6,0.7,"2,510"
2,Astra,swiftplay,pearl,,1.3,9.6,2.4,0.6,"2,384"
3,Reyna,swiftplay,pearl,,5,1.9,5.1,0.7,"14,663"
4,Phoenix,swiftplay,pearl,,4.7,3.2,1.6,1.2,"7,079"
5,Raze,swiftplay,pearl,,4.8,5.6,3.8,0.6,"9,417"
6,Jett,swiftplay,pearl,,2.5,6.5,3.7,0.8,"13,221"
7,Neon,swiftplay,pearl,,4.3,6.4,2.1,0.7,"6,618"
8,Cypher,swiftplay,pearl,,7.1,5.5,9.2,0.9,"3,622"
9,Breach,swiftplay,pearl,,5.7,6.1,2.4,0.5,"1,712"
10,Sage,swiftplay,pearl,,3,3.1,2.9,0.3,"10,991"
11,Sova,swiftplay,pearl,,4,7.9,1.7,0.4,"4,180"
12,Killjoy,swiftplay,pearl,,4.4,3.1,6.6,0.7,"4,243"
13,Fade,swiftplay,pearl,,1.7,7.5,5.1,0.5,"6,565"
14,Skye,swiftplay,pearl,,2.7,8.1,1.2,0.9,"3,545"
15,Yoru,swiftplay,pearl,,4.5,7.3,4,0.8,"5,325"
16,Chamber,swiftplay,pearl,,2.3,3.3,4.3,0.6,"4,266"
17,Viper,swiftplay,pearl,,2.9,5.9,3.9,0.4,"4,687"
18,Harbor,swiftplay,pearl,,2.2,5.7,5.7,0.8,"1,888"
19,Omen,swiftplay,pearl,,2.6,9.2,2.1,0.5,"4,569"
20,KAY/O,swiftplay,pearl,,4.6,7.7,2.4,0.5,"4,235"
1,Phoenix,swiftplay,haven,,4.5,3.1,1.4,1.1,"7,250"
2,Raze,swiftplay,haven,,4.7,5.4,3.7,0.6,"10,298"
3,Reyna,swiftplay,haven,,4.9,1.9,4.7,0.7,"15,166"
4,Astra,swiftplay,haven,,1.3,8.8,2.2,0.5,"1,529"
5,Harbor,swiftplay,haven,,1.9,4.9,5.5,0.7,"1,369"
6,Jett,swiftplay,haven,,2.8,6.4,3.6,0.8,"14,365"
7,Cypher,swiftplay,haven,,6.9,5.2,9,0.8,"3,325"
8,Killjoy,swiftplay,haven,,4.5,2.8,6.2,0.6,"5,106"
9,Brimstone,swiftplay,haven,,2.4,10.9,2.5,0.7,"3,060"
10,Sage,swiftplay,haven,,2.7,3,2.8,0.3,"11,027"
11,Neon,swiftplay,haven,,4,6.2,1.8,0.6,"6,510"
12,Breach,swiftplay,haven,,5.7,6.5,2.5,0.5,"2,228"
13,Sova,swiftplay,haven,,3.8,7.7,1.7,0.4,"5,482"
14,Chamber,swiftplay,haven,,2.3,3.8,4.3,0.6,"3,939"
15,Skye,swiftplay,haven,,2.7,7.6,1.2,0.8,"4,049"
16,Omen,swiftplay,haven,,2.7,9.7,2.7,0.5,"7,351"
17,Yoru,swiftplay,haven,,4.3,7,3.9,0.8,"5,080"
18,Fade,swiftplay,haven,,1.4,6.7,4.4,0.4,"5,276"
19,Viper,swiftplay,haven,,2.6,5.3,3.4,0.3,"2,660"
20,KAY/O,swiftplay,haven,,4.3,7.5,2.2,0.5,"4,160"
1,Phoenix,swiftplay,lotus,,4.3,2.9,1.3,1.1,"7,024"
2,Raze,swiftplay,lotus,,4.6,5.7,3.8,0.6,"11,481"
3,Reyna,swiftplay,lotus,,5,1.9,4.9,0.7,"15,391"
4,Breach,swiftplay,lotus,,6.1,6.9,2.4,0.5,"3,545"
5,Jett,swiftplay,lotus,,2.4,6.4,3.3,0.8,"13,514"
6,Killjoy,swiftplay,lotus,,4.2,2.8,6.1,0.7,"5,014"
7,Sova,swiftplay,lotus,,3.5,7.4,1.4,0.4,"4,211"
8,Neon,swiftplay,lotus,,4.2,6.2,1.7,0.7,"6,939"
9,Sage,swiftplay,lotus,,2.7,3,2.4,0.3,"10,920"
10,Skye,swiftplay,lotus,,2.6,7.7,1.2,0.8,"4,381"
11,Yoru,swiftplay,lotus,,4.3,6.6,3.9,0.8,"5,358"
12,Astra,swiftplay,lotus,,1.5,7.9,2.6,0.5,"1,630"
13,Cypher,swiftplay,lotus,,6.6,5.1,8.9,0.9,"3,475"
14,Omen,swiftplay,lotus,,2.9,8.8,2.2,0.5,"6,200"
15,KAY/O,swiftplay,lotus,,4.1,7.4,2.1,0.5,"4,563"
16,Chamber,swiftplay,lotus,,2.4,3.4,4.2,0.6,"4,259"
17,Harbor,swiftplay,lotus,,1.8,5.1,5.7,0.8,"2,133"
18,Brimstone,swiftplay,lotus,,2.4,10.1,2.4,0.7,"2,521"
19,Fade,swiftplay,lotus,,1.5,6.8,4.5,0.5,"5,484"
20,Viper,swiftplay,lotus,,2.4,5.1,3.4,0.3,"3,007"
1,Harbor,swiftplay,icebox,,2,5.3,5.3,0.8,"1,511"
2,Reyna,swiftplay,icebox,,4.9,1.8,4.2,0.7,"14,811"
3,Breach,swiftplay,icebox,,4.9,5.6,2.1,0.5,"1,478"
4,Jett,swiftplay,icebox,,4,6.3,3,0.8,"14,285"
5,Viper,swiftplay,icebox,,3.3,5.9,3.4,0.4,"6,935"
6,Phoenix,swiftplay,icebox,,3.5,2.8,1.2,1.1,"6,167"
7,Sage,swiftplay,icebox,,2.6,3,2.6,0.3,"12,065"
8,Killjoy,swiftplay,icebox,,4,2.9,5.9,0.7,"4,609"
9,Brimstone,swiftplay,icebox,,2.1,10,2.1,0.6,"2,141"
10,Raze,swiftplay,icebox,,5.4,5.3,3.3,0.5,"10,317"
11,Yoru,swiftplay,icebox,,3.7,6.9,3.7,0.8,"5,245"
12,Skye,swiftplay,icebox,,2.3,6.5,1.1,0.8,"2,964"
13,Sova,swiftplay,icebox,,3.9,8.3,2,0.4,"6,978"
14,Neon,swiftplay,icebox,,3.6,6.3,1.7,0.6,"6,381"
15,Cypher,swiftplay,icebox,,6.1,5.2,8.2,0.8,"2,193"
16,Omen,swiftplay,icebox,,2.2,7.8,3.6,0.5,"4,917"
17,Astra,swiftplay,icebox,,1.4,7.7,2,0.5,753
18,Fade,swiftplay,icebox,,1.3,7,3.9,0.4,"4,575"
19,Chamber,swiftplay,icebox,,2.3,3.9,3.9,0.6,"4,016"
20,KAY/O,swiftplay,icebox,,3.8,7.6,2.1,0.5,"4,279"
1,Reyna,swiftplay,all,,4.9,1.9,4.8,0.7,"134,622"
2,Phoenix,swiftplay,all,,4.3,3.1,1.4,1.1,"61,096"
3,Jett,swiftplay,all,,2.7,6.4,3.5,0.8,"123,794"
4,Raze,swiftplay,all,,4.8,5.6,3.8,0.6,"96,738"
5,Killjoy,swiftplay,all,,4.2,2.9,6.5,0.7,"43,084"
6,Astra,swiftplay,all,,1.4,9,2.3,0.6,"13,251"
7,Breach,swiftplay,all,,5.8,6.4,2.4,0.5,"20,220"
8,Brimstone,swiftplay,all,,2.4,11.1,2.5,0.7,"26,659"
9,Cypher,swiftplay,all,,7,5.3,8.8,0.9,"31,678"
10,Sage,swiftplay,all,,2.8,3.1,2.7,0.3,"99,731"
11,Neon,swiftplay,all,,4.1,6.3,1.9,0.7,"59,698"
12,Skye,swiftplay,all,,2.7,7.7,1.2,0.8,"35,471"
13,Sova,swiftplay,all,,3.9,7.8,1.8,0.4,"45,591"
